 &SRS
 SRSRUN=14766,SRSDAT=201364,SRSTIM=04841,
 SRSSTN='ws00',SRSPRJ='i02     ',SRSEXP='commissi',
 SRSTLE='                                                            ',
 SRSCN1='        ',SRSCN2='        ',SRSCN3='        ',
 &END
gony	i_pin	Time
-0.036000	1.2912	  0.00
-0.034000	1.2886	  0.00
-0.031900	1.2847	  0.00
-0.030000	1.2820	  0.00
-0.028000	1.2787	  0.00
-0.026100	1.2736	  0.00
-0.023900	1.2687	  0.00
-0.022000	1.2644	  0.00
-0.020000	1.2585	  0.00
-0.018000	1.2521	  0.00
-0.015900	1.2473	  0.00
-0.013900	1.2367	  0.00
-0.012000	1.2296	  0.00
-0.010100	1.2195	  0.00
-0.0080000	1.1986	  0.00
-0.0060000	1.1782	  0.00
-0.0041000	1.1499	  0.00
-0.0020000	1.0919	  0.00
0.0000	1.0426	  0.00
0.0020000	0.98165	  0.00
0.0040000	0.90609	  0.00
0.0059000	0.78430	  0.00
0.0080000	0.63446	  0.00
0.010000	0.52671	  0.00
0.012000	0.37551	  0.00
0.014000	0.31899	  0.00
0.015900	0.26140	  0.00
0.018000	0.21349	  0.00
0.020000	0.18978	  0.00
0.022000	0.16694	  0.00
0.024100	0.14456	  0.00
0.025900	0.13400	  0.00
0.027700	0.12308	  0.00
0.030000	0.11098	  0.00
0.032000	0.10482	  0.00
0.033900	0.098870	  0.00
0.036000	0.090281	  0.00
0.037900	0.086132	  0.00
0.040200	0.081579	  0.00
0.042000	0.077622	  0.00
0.044000	0.071526	  0.00
0.046000	0.068060	  0.00
0.048000	0.064309	  0.00
0.050000	0.059667	  0.00
0.052000	0.056535	  0.00
0.054000	0.054254	  0.00
0.056000	0.050239	  0.00
0.058100	0.047954	  0.00
0.060000	0.045873	  0.00
0.062000	0.043843	  0.00
0.064200	0.040858	  0.00
0.066000	0.038985	  0.00
0.067900	0.037039	  0.00
0.070000	0.034571	  0.00
0.072000	0.033208	  0.00
0.074000	0.031417	  0.00
0.075900	0.029449	  0.00
0.078000	0.028038	  0.00
0.080000	0.026542	  0.00
0.082000	0.025334	  0.00
0.084000	0.023330	  0.00
0.086000	0.022252	  0.00
0.088000	0.020932	  0.00
0.090000	0.019714	  0.00
0.092000	0.018307	  0.00
0.094000	0.017016	  0.00
0.096100	0.015866	  0.00
0.097900	0.014724	  0.00
0.10000	0.013753	  0.00
0.10200	0.012865	  0.00
0.10390	0.011898	  0.00
0.10590	0.010830	  0.00
0.10800	0.010059	  0.00
0.11000	0.0093528	  0.00
0.11200	0.0082844	  0.00
0.11400	0.0075554	  0.00
0.11600	0.0068643	  0.00
0.11790	0.0061854	  0.00
0.12000	0.0054411	  0.00
0.12200	0.0048947	  0.00
0.12410	0.0044087	  0.00
0.12600	0.0038812	  0.00
0.12820	0.0031522	  0.00
0.13000	0.0026919	  0.00
0.13200	0.0023701	  0.00
0.13400	0.0017681	  0.00
0.13590	0.0014592	  0.00
0.13770	0.0012894	  0.00
0.14010	0.00092923	  0.00
0.14200	0.00065693	  0.00
0.14410	0.00039379	  0.00
0.14600	0.00025275	  0.00
0.14790	4.0275e-05	  0.00
0.15000	-0.00012457	  0.00
0.15190	-0.00018624	  0.00
0.15400	-0.00034744	  0.00
0.15590	-0.00033767	  0.00
0.15780	-0.00040972	  0.00
0.15990	-0.00042254	  0.00
0.16200	-0.00047444	  0.00
0.16400	-0.00050436	  0.00
0.16600	-0.00049520	  0.00
0.16790	-0.00060817	  0.00
0.17000	-0.00058618	  0.00
0.17200	-0.00063931	  0.00
0.17400	-0.00062893	  0.00
0.17600	-0.00057580	  0.00
0.17810	-0.00064053	  0.00
0.18000	-0.00060267	  0.00
0.18200	-0.00062099	  0.00
0.18400	-0.00064663	  0.00
0.18600	-0.00065396	  0.00
0.18800	-0.00062526	  0.00
0.19000	-0.00061794	  0.00
0.19200	-0.00055138	  0.00
0.19400	-0.00063931	  0.00
0.19650	-0.00065274	  0.00
0.19810	-0.00059718	  0.00
0.19990	-0.00062771	  0.00
0.20190	-0.00063931	  0.00
0.20410	-0.00063809	  0.00
0.20600	-0.00067655	  0.00
0.20810	-0.00064175	  0.00
0.21000	-0.00067106	  0.00
0.21200	-0.00063259	  0.00
0.21400	-0.00062648	  0.00
0.21620	-0.00069304	  0.00
0.21790	-0.00065701	  0.00
0.22000	-0.00066129	  0.00
0.22200	-0.00066739	  0.00
0.22400	-0.00072662	  0.00
0.22610	-0.00068327	  0.00
0.22760	-0.00067411	  0.00
0.23010	-0.00068205	  0.00
0.23200	-0.00069121	  0.00
0.23400	-0.00068571	  0.00
0.23610	-0.00068144	  0.00
0.23810	-0.00067533	  0.00
0.24010	-0.00073273	  0.00
0.24200	-0.00059840	  0.00
0.24410	-0.00070953	  0.00
0.24630	-0.00069854	  0.00
0.24790	-0.00067472	  0.00
0.24990	-0.00072907	  0.00
0.25200	-0.00067411	  0.00
0.25410	-0.00064358	  0.00
0.25580	-0.00066678	  0.00
0.25800	-0.00072540	  0.00
0.25990	-0.00064297	  0.00
0.26210	-0.00068632	  0.00
0.26410	-0.00068999	  0.00
0.26590	-0.00068754	  0.00
0.26800	-0.00071686	  0.00
0.27000	-0.00066861	  0.00
0.27190	-0.00066861	  0.00
0.27400	-0.00063503	  0.00
0.27580	-0.00064908	  0.00
0.27790	-0.00067594	  0.00
0.27990	-0.00070403	  0.00
0.28200	-0.00069854	  0.00
0.28400	-0.00070892	  0.00
0.28600	-0.00068510	  0.00
0.28810	-0.00063564	  0.00
0.29000	-0.00066129	  0.00
0.29200	-0.00067350	  0.00
0.29400	-0.00065762	  0.00
0.29590	-0.00066983	  0.00
0.29800	-0.00067655	  0.00
0.30010	-0.00070342	  0.00
0.30190	-0.00067289	  0.00
0.30410	-0.00064541	  0.00
0.30600	-0.00066129	  0.00
0.30810	-0.00065762	  0.00
0.31000	-0.00068327	  0.00
0.31200	-0.00061183	  0.00
0.31400	-0.00066190	  0.00
0.31610	-0.00067900	  0.00
0.31800	-0.00067594	  0.00
0.31990	-0.00067960	  0.00
0.32200	-0.00067167	  0.00
0.32400	-0.00065274	  0.00
0.32600	-0.00063503	  0.00
0.32800	-0.00065457	  0.00
0.33000	-0.00062282	  0.00
0.33200	-0.00064480	  0.00
0.33400	-0.00061916	  0.00
0.33640	-0.00062038	  0.00
0.33820	-0.00060267	  0.00
0.33990	-0.00063381	  0.00
0.34200	-0.00060023	  0.00
0.34400	-0.00063931	  0.00
0.34610	-0.00060817	  0.00
0.34810	-0.00061794	  0.00
0.35010	-0.00060939	  0.00
0.35200	-0.00058924	  0.00
0.35390	-0.00053123	  0.00
0.35600	-0.00047688	  0.00
0.35790	-0.00051658	  0.00
0.36000	-0.00038530	  0.00
0.36200	-0.00036392	  0.00
0.36400	-0.00034560	  0.00
0.36590	-0.00021921	  0.00
0.36800	-0.00016121	  0.00
0.37000	-4.4589e-05	  0.00
0.37190	0.00010072	  0.00
0.37400	0.00022039	  0.00
0.37590	0.00043958	  0.00
0.37790	0.00060321	  0.00
0.38000	0.00068013	  0.00
0.38200	0.00094327	  0.00
0.38410	0.00099517	  0.00
0.38610	0.0013371	  0.00
0.38800	0.0017235	  0.00
0.39000	0.0020019	  0.00
0.39200	0.0024073	  0.00
0.39400	0.0026870	  0.00
0.39610	0.0031607	  0.00
0.39780	0.0036174	  0.00
0.39990	0.0040338	  0.00
0.40200	0.0044514	  0.00
0.40390	0.0050119	  0.00
0.40590	0.0055125	  0.00
0.40820	0.0057067	  0.00
0.41000	0.0066249	  0.00
0.41200	0.0072874	  0.00
0.41400	0.0080060	  0.00
0.41600	0.0088766	  0.00
0.41800	0.0095415	  0.00
0.42000	0.010368	  0.00
0.42200	0.011086	  0.00
0.42380	0.011694	  0.00
0.42600	0.012975	  0.00
0.42800	0.014188	  0.00
0.43000	0.015075	  0.00
0.43200	0.015268	  0.00
0.43420	0.017286	  0.00
0.43590	0.018626	  0.00
0.43800	0.019806	  0.00
0.44000	0.020102	  0.00
0.44200	0.022191	  0.00
0.44400	0.023453	  0.00
0.44600	0.024884	  0.00
0.44800	0.025632	  0.00
0.45010	0.027815	  0.00
0.45200	0.029505	  0.00
0.45410	0.031085	  0.00
0.45600	0.032188	  0.00
0.45810	0.034871	  0.00
0.46000	0.036876	  0.00
0.46200	0.038847	  0.00
0.46410	0.040902	  0.00
0.46580	0.043581	  0.00
0.46800	0.045572	  0.00
0.47000	0.048627	  0.00
0.47200	0.051506	  0.00
0.47400	0.055157	  0.00
0.47590	0.058903	  0.00
0.47790	0.062912	  0.00
0.47980	0.064381	  0.00
0.48200	0.069770	  0.00
0.48400	0.075330	  0.00
0.48600	0.081317	  0.00
0.48810	0.087190	  0.00
0.49000	0.095077	  0.00
0.49200	0.10333	  0.00
0.49400	0.11249	  0.00
0.49610	0.11755	  0.00
0.49790	0.14181	  0.00
0.50000	0.16833	  0.00
0.50200	0.19698	  0.00
0.50390	0.22924	  0.00
0.50580	0.28337	  0.00
0.50800	0.33979	  0.00
0.51010	0.41863	  0.00
0.51200	0.50511	  0.00
0.51390	0.63548	  0.00
0.51590	0.76005	  0.00
0.51830	0.88428	  0.00
0.52010	0.89824	  0.00
0.52200	1.0430	  0.00
0.52400	1.0953	  0.00
0.52610	1.1300	  0.00
0.52790	1.1573	  0.00
0.53010	1.1824	  0.00
0.53200	1.2024	  0.00
0.53390	1.2141	  0.00
0.53600	1.2248	  0.00
0.53810	1.2348	  0.00
0.54010	1.2432	  0.00
0.54200	1.2495	  0.00
0.54390	1.2537	  0.00
0.54590	1.2613	  0.00
0.54800	1.2665	  0.00
0.55000	1.2707	  0.00
0.55210	1.2764	  0.00
0.55390	1.2800	  0.00
0.55600	1.2839	  0.00
0.55780	1.2854	  0.00
0.56000	1.2914	  0.00
0.56200	1.2943	  0.00
0.56390	1.2966	  0.00
0.56600	1.2992	  0.00
0.56800	1.3024	  0.00
0.57000	1.3046	  0.00
0.57200	1.3069	  0.00
0.57410	1.3098	  0.00
0.57610	1.3116	  0.00
0.57810	1.3137	  0.00
0.58010	1.3149	  0.00
0.58200	1.3165	  0.00
0.58390	1.3188	  0.00
0.58600	1.3211	  0.00
0.58800	1.3223	  0.00
0.59000	1.3243	  0.00
0.59210	1.3253	  0.00
0.59390	1.3268	  0.00
0.59600	1.3280	  0.00
0.59840	1.3297	  0.00
0.60000	1.3311	  0.00
0.60200	1.3322	  0.00
0.60400	1.3332	  0.00
0.60600	1.3344	  0.00
0.60800	1.3360	  0.00
0.61000	1.3366	  0.00
0.61200	1.3377	  0.00
0.61410	1.3387	  0.00
0.61600	1.3397	  0.00
0.61800	1.3403	  0.00
0.62000	1.3413	  0.00
0.62200	1.3426	  0.00
0.62400	1.3430	  0.00
0.62570	1.3436	  0.00
0.62800	1.3443	  0.00
0.63000	1.3448	  0.00
0.63200	1.3452	  0.00
0.63400	1.3460	  0.00
0.63600	1.3469	  0.00
0.63790	1.3472	  0.00
0.64000	1.3475	  0.00
0.64200	1.3482	  0.00
0.64400	1.3492	  0.00
0.64600	1.3494	  0.00
0.64800	1.3497	  0.00
0.65000	1.3503	  0.00
0.65200	1.3507	  0.00
0.65400	1.3505	  0.00
0.65590	1.3510	  0.00
0.65780	1.3509	  0.00
0.66000	1.3512	  0.00
0.66200	1.3515	  0.00
0.66400	1.3508	  0.00
0.66580	1.3514	  0.00
0.66810	1.3514	  0.00
0.67000	1.3516	  0.00
0.67200	1.3515	  0.00
0.67410	1.3514	  0.00
0.67590	1.3513	  0.00
0.67800	1.3511	  0.00
0.68000	1.3517	  0.00
0.68200	1.3516	  0.00
0.68400	1.3512	  0.00
0.68600	1.3515	  0.00
0.68820	1.3515	  0.00
0.69000	1.3518	  0.00
0.69190	1.3515	  0.00
0.69400	1.3513	  0.00
0.69610	1.3510	  0.00
0.69790	1.3513	  0.00
0.70010	1.3514	  0.00
0.70200	1.3516	  0.00
0.70400	1.3512	  0.00
0.70610	1.3517	  0.00
0.70780	1.3516	  0.00
0.71000	1.3514	  0.00
0.71200	1.3514	  0.00
0.71400	1.3515	  0.00
0.71590	1.3514	  0.00
0.71800	1.3510	  0.00
0.72000	1.3509	  0.00
0.72200	1.3516	  0.00
0.72390	1.3514	  0.00
0.72580	1.3514	  0.00
0.72800	1.3517	  0.00
0.73000	1.3512	  0.00
0.73210	1.3517	  0.00
0.73400	1.3514	  0.00
0.73580	1.3511	  0.00
0.73800	1.3515	  0.00
0.74000	1.3511	  0.00
0.74200	1.3505	  0.00
0.74400	1.3514	  0.00
0.74610	1.3514	  0.00
0.74800	1.3512	  0.00
0.74990	1.3513	  0.00
0.75200	1.3515	  0.00
0.75390	1.3514	  0.00
0.75600	1.3512	  0.00
0.75810	1.3511	  0.00
0.76010	1.3513	  0.00
0.76200	1.3518	  0.00
0.76410	1.3512	  0.00
0.76610	1.3512	  0.00
0.76810	1.3514	  0.00
0.77010	1.3514	  0.00
0.77200	1.3512	  0.00
0.77410	1.3513	  0.00
0.77600	1.3512	  0.00
0.77790	1.3513	  0.00
0.78000	1.3513	  0.00
0.78200	1.3513	  0.00
0.78390	1.3512	  0.00
0.78580	1.3512	  0.00
0.78790	1.3509	  0.00
0.78990	1.3511	  0.00
0.79200	1.3516	  0.00
0.79400	1.3515	  0.00
0.79590	1.3512	  0.00
0.79810	1.3513	  0.00
0.79980	1.3515	  0.00
0.80200	1.3510	  0.00
0.80400	1.3508	  0.00
0.80620	1.3508	  0.00
0.80780	1.3505	  0.00
0.81000	1.3510	  0.00
0.81200	1.3506	  0.00
0.81400	1.3509	  0.00
0.81620	1.3507	  0.00
0.81810	1.3507	  0.00
0.82000	1.3506	  0.00
0.82200	1.3505	  0.00
0.82400	1.3503	  0.00
0.82590	1.3501	  0.00
0.82810	1.3507	  0.00
0.83000	1.3505	  0.00
0.83200	1.3506	  0.00
0.83390	1.3503	  0.00
0.83580	1.3505	  0.00
0.83800	1.3507	  0.00
0.84000	1.3503	  0.00
0.84200	1.3501	  0.00
0.84400	1.3502	  0.00
0.84590	1.3499	  0.00
0.84790	1.3504	  0.00
0.85010	1.3502	  0.00
0.85200	1.3504	  0.00
0.85400	1.3501	  0.00
0.85600	1.3508	  0.00
0.85790	1.3501	  0.00
0.85990	1.3502	  0.00
0.86200	1.3505	  0.00
0.86400	1.3503	  0.00
0.86590	1.3507	  0.00
0.86800	1.3503	  0.00
0.87000	1.3498	  0.00
0.87200	1.3499	  0.00
0.87410	1.3497	  0.00
0.87600	1.3505	  0.00
0.87800	1.3498	  0.00
0.88000	1.3501	  0.00
0.88210	1.3504	  0.00
0.88390	1.3502	  0.00
0.88600	1.3504	  0.00
0.88800	1.3502	  0.00
0.88990	1.3503	  0.00
0.89200	1.3502	  0.00
0.89380	1.3501	  0.00
0.89620	1.3498	  0.00
0.89800	1.3505	  0.00
0.90000	1.3495	  0.00
0.90200	1.3501	  0.00
0.90400	1.3501	  0.00
0.90590	1.3499	  0.00
0.90800	1.3499	  0.00
0.91000	1.3496	  0.00
0.91200	1.3498	  0.00
0.91400	1.3500	  0.00
0.91600	1.3497	  0.00
0.91810	1.3497	  0.00
0.91990	1.3498	  0.00
0.92200	1.3495	  0.00
0.92400	1.3495	  0.00
0.92580	1.3491	  0.00
0.92800	1.3494	  0.00
0.93010	1.3491	  0.00
0.93200	1.3500	  0.00
0.93390	1.3494	  0.00
0.93590	1.3497	  0.00
0.93800	1.3499	  0.00
0.94000	1.3498	  0.00
0.94200	1.3496	  0.00
0.94390	1.3496	  0.00
0.94610	1.3498	  0.00
0.94800	1.3494	  0.00
0.94990	1.3495	  0.00
0.95200	1.3497	  0.00
0.95390	1.3496	  0.00
0.95600	1.3501	  0.00
0.95800	1.3501	  0.00
0.96010	1.3500	  0.00
0.96190	1.3499	  0.00
0.96410	1.3497	  0.00
0.96610	1.3498	  0.00
0.96820	1.3494	  0.00
0.97000	1.3498	  0.00
0.97200	1.3495	  0.00
0.97410	1.3499	  0.00
0.97630	1.3499	  0.00
0.97800	1.3496	  0.00
0.98010	1.3499	  0.00
0.98200	1.3493	  0.00
0.98410	1.3495	  0.00
0.98610	1.3494	  0.00
0.98800	1.3498	  0.00
0.99010	1.3498	  0.00
0.99200	1.3498	  0.00
0.99410	1.3499	  0.00
0.99590	1.3499	  0.00
0.99800	1.3498	  0.00
1.0001	1.3501	  0.00
